X,Z,linear_a0,linear_a0.25,linear_a0.5,linear_a0.75,linear_a1,cubic,quadratic
0.4967141530112327,7.798710873172004,7.798710873172004,5.973211693131811,4.147712513091618,2.3222133330514256,0.4967141530112327,31.20097108141139,8.04543582297367
-0.13826430117118466,6.849267365825538,6.849267365825538,5.102384449076357,3.355501532327177,1.608618615577996,-0.13826430117118466,27.396937303252503,6.868384382803894
0.6476885381006925,5.119260739840349,5.119260739840349,4.001367689405434,2.8834746389705206,1.7655815885356065,0.6476885381006925,20.490628240774505,5.538761182227361
1.5230298564080254,3.706126444588852,3.706126444588852,3.1603522975436453,2.614578150498439,2.068804003453232,1.5230298564080254,15.001148299829689,6.025746388099103
-0.23415337472333597,6.39644662722718,6.39644662722718,4.738796626739552,3.081146626251922,1.423496625764293,-0.23415337472333597,25.585144603154898,6.451274430121507
-0.23413695694918055,5.786970770843499,5.786970770843499,4.28169383889533,2.7764169069471594,1.2711399749989893,-0.23413695694918055,23.147241312633284,5.841790885452922
1.5792128155073915,6.790386440055465,6.790386440055465,5.487593033918447,4.1847996277814286,2.88200622164441,1.5792128155073915,27.35846673795165,9.284299556718247
0.7674347291529088,6.270343603363939,6.270343603363939,4.894616384811181,3.5188891662584236,2.143161947705666,0.7674347291529088,25.103973680309892,6.859299666873937
-0.4694743859349521,7.09910543063867,7.09910543063867,5.206960476495265,3.314815522351859,1.4226705682084535,-0.4694743859349521,28.391247969306942,7.31951162968767
0.5425600435859647,3.9295295768788643,3.9295295768788643,3.0827871935556397,2.2360448102324146,1.3893024269091896,0.5425600435859647,15.726104015520487,4.223900977774868
-0.46341769281246226,7.634788131268651,7.634788131268651,5.610236675248373,3.5856852192280946,1.5611337632078162,-0.46341769281246226,30.534176439545632,7.849544089280277
-0.46572975357025687,5.395199209384799,5.395199209384799,3.9299669686460352,2.4647347279072713,0.9995024871685072,-0.46572975357025687,21.57574590048022,5.6121034127454115
