sample_1,sample_2,sample_3
0.39621905922341194,0.8410545629521763,0.21012678413755073
-0.26762036282085966,-0.28870194209340133,2.0061234805356376
1.012519285582505,-0.18563906301812574,0.06074858828513233
-1.1051674340578652,-0.17591415959382434,0.6673167975388413
-0.10600960591668213,0.02857377925527458,-0.33599495037275057
-0.6817244077360124,-0.16833684799382462,-0.7536536867860456
1.3746902965820749,0.5046753271980704,0.7962270862324081
0.5484248683928166,-0.9290394762998284,-0.810072452588293
-1.6156974800520945,1.3312105249440982,1.1701382022049638
0.7075970590163155,1.074133174897215,0.07316937508067158
-1.9880047726136785,1.6492968136195387,-0.08345888321411998
1.4906421838534392,0.5635737583134317,-0.006758463801290336
-1.1656712759735162,-1.2274610084090285,-1.3945498711912716
0.0660190049979605,-0.5803711532891127,0.22682793289692957
1.7247604686987574,-1.435056749774281,0.8026791975097606
1.28791264970564,-0.590024762640874,-1.9478672084570992
0.06809650695719086,-0.15796358441748917,0.2677607985202715
-2.0878700206047074,-0.13579238193952553,-0.29299023786413225
-0.5788023719768487,-0.3331474295043489,0.02100759930050478
-0.35886511201595966,0.8722005654544301,0.06526976628862134
-0.9080714493905211,-0.9357671904493564,1.9984565063663045
0.8812874522076407,2.053983200413042,0.5956399597313079
0.3864611993154794,1.7017643945706526,0.10717368427390313
0.9784989151277915,0.3469657251349124,1.031116231055241
0.7361253722631215,0.31315296884109606,0.016360893861728485
0.38477657685101857,-0.6268501596373474,-0.3443051120005943
-0.19722104382801944,-0.09385693076120984,-0.1489058897755514
0.5066331903253679,1.5579886615957124,-0.728692827952193
1.0623008312362796,0.05719733432728855,-0.1145187084478773
2.0553112101672473,-0.3733854591701628,-0.0767476068157694
