sample_1,sample_2,sample_3
10.431797321892843,6.755640434538671,10.120975884634985
11.052582983754698,11.745050112540111,15.805758404786094
8.458068599758537,11.282857866711725,19.23266375978419
9.47799443470242,9.861025214153798,14.597399644369428
7.629715974877271,11.6354936495927,10.330001719602304
7.230514561762487,14.60870008188003,11.349966461680562
8.212089543376733,14.821174885900223,15.884745668514272
14.975705720019867,15.374113724764149,16.71956237079205
11.183732266570418,9.799898613233887,12.79245999764565
11.526021836786299,8.998231935336502,12.790664581789668
7.579053558034849,13.182378481617866,14.507342313156446
8.049752102000015,10.821543144708121,11.499495736220464
10.018226739050808,8.989801702740527,12.409639991433057
11.051686295922897,9.274224423002892,15.709503692518423
7.231384314715658,11.307121368074775,16.28433893819957
11.087587506643029,11.842346155601144,12.977679014739074
6.0551384595633735,12.129857809289145,14.025513602687358
10.373340327155615,10.547297616175982,10.648801982080895
11.030250734280287,15.22405749342586,16.023638134267106
6.124696928381198,12.665863816816692,13.666764081872662
9.895723321351984,13.984828112949671,15.705521427048813
10.3712725912726,12.066635381250514,12.19905163990659
8.681587182366856,9.105303794763241,15.35739609439889
8.244626550255116,11.20165376526818,15.395822516559587
11.724320069026252,14.337140897230201,15.729393049463269
7.280833304504999,13.379955629363435,12.219431188867903
9.425272615326582,11.0324520745617,14.558395999860135
11.19071129801387,10.705997349139388,12.976288353522516
9.338965678827616,12.134161759654424,15.356727504071207
9.325724626109835,10.826217492080929,13.824479126820487
