sample_1,sample_2,sample_3
11.06722900569654,14.000532988815465,14.949619041542183
7.224428870391073,14.543034475560304,14.697519857031855
11.083568036157223,13.783270325549271,15.161428187169772
9.901612274257705,11.20049408928077,13.748490656646679
8.248747744881866,15.08259140744761,8.45085526169234
8.07687103746047,13.267752927883743,13.036531360105217
8.922701343297895,12.781658599379028,16.55658466562852
11.946670008135516,13.317237613582448,18.895167951881096
12.366012120577494,13.075611017136547,14.80942946657623
8.969967107739713,12.701746599884897,16.40978139381091
102.03272757331483,10.955190094123926,14.263694145404347
9.97729645430444,10.862768614062496,14.404382052786971
10.60274230483271,12.297936854877483,13.50506721897237
8.597521025809533,11.930092761584204,11.672563371168733
8.878388292243683,10.885935276885919,13.872712318910155
7.413192027253537,13.1707518078637,13.93984104684415
7.528969763730763,9.82498424596959,14.551278853818332
10.444527281908243,15.033913531731443,13.311264897773237
9.984383068426114,10.39970958875082,11.616277104403045
12.770808250957716,10.486671485681969,15.191494529930354
10.449639314482788,11.034385271499001,13.096794613143794
6.544801151570204,12.04123219349483,12.219852880930492
9.723552810550762,9.29888088854177,13.629979623736478
12.387752415378108,10.126072525456843,16.470805205978333
10.252113382458104,11.569980914058688,17.095103412210367
11.791780557412192,12.982011520371897,15.459457151024122
10.800385333713809,12.36592892085534,13.05518453782015
9.123085731982801,12.425482875207301,15.678512949656048
10.396170387808105,13.871324912094117,13.72047459244721
9.02351833824445,12.02809460117168,1.1691090595961167
